company_name,percent
"Enhanced Acquisitions, LLC",78.17
"Enhanced Recovery Services 2, Inc.",100
Enium Capital Group LLC,100
Enter Mortgage Inc,0
Enterprise Acquisitions,7.6899999999999995
Entrata Inc.,92.5
Envios de Valores La Nacional Corp.,71.43
"Envision Payment Solutions, Inc.",0
"Epn, Inc.",80
"Equidata, Inc.",51.81
"Equihome Mortgage, LLC",100
"Equihome, LLC",0
Equinox Counseling Services,100
"Equinox Financial Management Solutions, Inc.",100
"Equinox Home Financing, Inc.",100
Equitable Acceptance Corp,94.48
"Equity 4 U, Inc.",100
"Equity Auto Finance, Inc.",100
"Equity National Title and Closing Services, Inc.",0
Equity Now Inc.,100
"Equity Sales Finance, Inc.",100
"Equity Settlement Services, Inc.",100
"Equity Wave Lending, Inc.",100
"Erin Capital Management, LLC",50
"Ernst, Ernst & Artmann, Inc.",100
Escrow Inc,0
"Escrow and Title Services, Inc.",50
Escrow of the West,100
"Esler And Lindie, P.A.",100
Essential Lending Inc,97.56
Essential Retrieval Group,5.41
"Esser, James & Associates",96.97
"Estate Information Services, LLC",89.47
"Esusu Financial, Inc.",90
Evans & Green LLP,100
"Evans & Mullinix, PA",50
"Evans Law Associates, P.C.",4.44
"Evans, Simpson and Associates, Inc.",100
Evelyn Financial Services,100
Everest Receivable Services Inc.,98.9
"Evergreen Acquistions, LLC",33.33
Evergreen Anchor Capital LLC,100
Evergreen Financial Services Inc.,90.91
Evergreen Moneysource Mortgage Company,96.67
"Evergreen Recovery Solutions, LLC",0
Everi Payments Inc.,100
"Evesham Mortgage, LLC",25
"Ewing & Ewing Attorneys, P.C.",100
"Excel Realty & Mortgage, Inc.",0
Excella Recovery Group,0
Excellent Credit Matters LLC,0
Exchange Finance Company,100
"Executive Acquisitions Group, LLC",50
"Executive Credit Management, Inc",17.24
"Executive Financial Consultants, Inc",100
"Executive Lending Group, LLC",100
Executive Title Company,0
Exeter Finance Corp.,99.660000000000011
"Exodus Movement, Inc.",100
"Expedite Financial, Inc",0
Experian Information Solutions Inc.,99.99
Expert Credit Sweeps,27.27
"Express Auto Finance, LLC",50
Express Aviation,98.18
Express Cash Mart Management,58.819999999999993
"Express Collections, Inc.",97.87
"Express Recovery Services, Inc.",99.11999999999999
"F & S Financial Marketing, Inc.",66.67
"F C Tucker Company, Inc",100
F&B Acquisition Group LLC,100
F&L Marketing Enterprises LLC,100
F&M Capital LLC,95.240000000000009
"F&M Mortgage Group, LLC",0
"F.H. Cann & Associates, Inc.",93.58
FACTUAL DATA CORP.,99.339999999999989
"FAIR COLLECTIONS & OUTSOURCING, INC.",98.7
"FAIRWAY FUNDING GROUP, INC",66.67
"FALONI & ASSOCIATES, LLC",60
"FAN Distributing, LLC",100
FB FINANCIAL CORPORATION,100
"FBC MORTGAGE, LLC",85.9
FC HoldCo LLC,99.77000000000001
"FC LENDING, LTD.",83.33
"FCC Finance, LLC",94.289999999999992
FCI Lender Services Inc.,97.59
"FCN Catalogue & Equipment, Inc.",0
FEARON FINANCIAL LLC,89.74
"FEDChex Recovery, LLC",89.059999999999988
FERRANTE ASSOCIATE,100
FHC Mortgage,100
"FIDELIS RECOVERY MANAGEMENT, LLC",76.92
"FIDELITY CAPITAL HOLDINGS, INC",51.080000000000005
FIDELITY FUNDING MORTGAGE CORPORATION,100
FIDELITY INVESTMENTS,0
FIFTH THIRD FINANCIAL CORPORATION,99.69
FINANCIAL ASSET MANAGEMENT SYSTEMS INC,99.570000000000007
FINANCIAL FREEDOM MORTGAGE INC,100
FINANCIAL INSIGHT,50
FINANCIAL MANAGEMENT  SOLUTIONS (NY),100
FINEX Group LLC,24.73
FIRST ADVANTAGE CORPORATION,97.61
FIRST ALLIANCE HOME MORTGAGE,80
"FIRST AMERICAN ACCEPTANCE CO., LLC",100
FIRST AMERICAN FINANCIAL CORPORATION,100
FIRST AMERICAN MORTGAGE TRUST,0
"FIRST CALIFORNIA MORTGAGE CO., INC.",35
"FIRST CASH FINANCIAL SERVICES, INC.",91.67
FIRST CENTENNIAL MORTGAGE CORP,87.5
FIRST CHOICE LOAN SERVICES INC.,92.31
"FIRST CITIZENS BANCSHARES, INC.",99.429999999999993
"FIRST COMMUNITY MORTGAGE, INC.",96.88
"FIRST CONSUMER, LLC",50
FIRST CONTINENTAL MORTGAGE LTD,97.56
FIRST FINANCIAL BANCORP,100
"FIRST FINANCIAL BANKSHARES, INC.",100
"FIRST FINANCIAL SERVICES, INC.",42.5
FIRST FOUNDATION INC.,100
FIRST GUARANTY MORTGAGE CORP,100
"FIRST HAWAIIAN, INC.",98.440000000000012
FIRST HERITAGE CREDIT LLC,97.71
FIRST HOME MORTGAGE CORPORATION,93.75
FIRST HORIZON BANK,98.929999999999993
FIRST HORIZON BANK - WEST CONGRESS STREET BRANCH,100
"FIRST INTERSTATE BANCSYSTEM, INC.",92.45
"FIRST LIBERTY FINANCIAL MORTGAGE, A DIVISION OF EVANSVILLE TEACHERS FEDERAL CREDIT UNION",100
FIRST MERCHANTS CORPORATION,100
"FIRST METROPOLITAN FINANCIAL SERVICES, INC.",100
"FIRST MIDWEST BANCORP, INC.",100
FIRST MORTGAGE COMPANY,100
FIRST MORTGAGE CORPORATION,60.709999999999994
FIRST NATIONAL BANK OF OMAHA,99.14
FIRST NATIONAL BANK OF PENNSYLVANIA,92.16
"FIRST NIAGARA FINANCIAL GROUP, INC.",97.03
"FIRST OHIO HOME FINANCE, INC",100
FIRST PORTFOLIO SERVICING INC,97.1
FIRST PRIORITY FINANCIAL INC,100
"FIRST PRIORITY MORTGAGE, INC.",100
FIRST RATE MORTGAGE CORP,100
FIRST REPUBLIC BANK,99.339999999999989
FIRST UNITED BANK AND TRUST COMPANY,100
FIRST US CAPITAL LLC,100
FIRSTBANK,98.99
FIRSTBANK PUERTO RICO,97.789999999999992
"FIRSTRUST MORTGAGE, INC.",11.110000000000001
FISERV INC.,99.9
"FISHER FINANCIAL GROUP, INCORPORATED",80
FIVE STAR MORTGAGE,100
FLORIDA HOME TRUST MORTGAGE,100
"FM Home Loans, LLC",100
"FMA Alliance, Ltd.",99.339999999999989
"FMK Credit Education Center, INC",50
FMS Inc.,97.789999999999992
FORD MOTOR CREDIT CO.,100
"FORTUNE FINANCIAL, INC.",0
FRANK & ISRAEL LTD.,100
FRANKLIN AMERICAN MORTGAGE CO.,96.57
"FRANKLIN FIRST FINANCIAL, LTD",61.9
FRANKLIN LOAN CORPORATION,77.78
FREEDOM FINANCIAL NETWORK,92.36
FRESNO CREDIT BUREAU,99.4
FRIC HOLDING CORPORATION,100
FRIENDLY FINANCE DISCOUNT CORPORATION,100
FS Card Inc.,66.67
FTA Financial LLC,0
FULTON FINANCIAL CORPORATION,100
FUTURE FINANCE COMPANY,100
"FX Quick Cash, LLC",80
Factor Trust,99.8
Fair Capital,100
Fair Financial Corp.,100
"Fair Resolutions, Inc.",33.33
"Fairfax Consolidated, LLC",66.67
Fairfax Lending Inc.,100
"Fairfield Services M, LLC",100
"Fairway Capital Recovery, LLC",98.08
"Fairway Collections, LLC",100
Fairway Consumer Discount Company,100
Fairway Independent Mortgage Corporation,98.850000000000009
Falls Collection Service Inc.,90.48
"Family Choice Financial, Inc.",100
Family Credit Management,100
"Family Financial Care, Inc.",0
Family First Funding LLC,90
Farm Bureau Finance Company,100
"Farrell Holdings, LLC",100
Fast Track Servicing,0
FastBucks,80
"Fay Servicing, LLC",95.789999999999992
"Featured Mediation, LLC",56.25
"Federal Adjustment Bureau, Inc.",75.73
"Federal Cash Advance, LLC of Oklahoma",86.36
Federal Deposit Insurance Corporation,0
Federal Financial Services Inc,94.740000000000009
"Federal Pacific Credit Company, LLC",77.78
Federal Student Loan Doc Prep LLC,60
Federal Trade Commission,66.67
"Federated Adjustment Company, Inc.",0
Federated Capital Corporation,96
Federated Law Group,86.67
Federated Mortgage Corp.,100
Federated Student Loan Services,28.57
Fedloan Help,23.53
"Fein, Such, Kahn & Shepard, P.C.",95.73
"Feldman & Stern, LLC",100
"Felt & Lukes, LLC",100
"Fendelman & Associates, LLC",100
"Fenix Holdings, LLC",100
"Fenton & McGarvey Law Firm, P.S.C.",87.69
Fidelity Account Services LLC,50
"Fidelity Direct Mortgage, LLC",85.71
Fidelity First Real Estate and Mortgage Inc,100
"Fidelity National Financial, Inc",99.24
"Fidelity National Information Services, Inc. (FNIS)",99.71
Fidelity Properties Inc.,97.06
Fig Tech Inc.,98.53
"Figliola & Romano, LLC",50
"Figure Technologies, Inc",97.5
Filaport Acquisitions,70
Filings and Claims Inc.,81.820000000000007
"Filo Mortgage, L.L.C.",100
FinCo Services Inc DBA Current,97.05
Finance Authority of Maine,100
Finance Store Inc.,0
"Finance System of Green Bay, Inc.",100
"Finance System of Richmond, Inc.",96.3
"Finance System of Toledo, Inc.",98.7
Finance of America Holdings LLC,99.460000000000008
Finance of America Mortgage LLC,95.48
Financial Accounts Service Team Inc.,48.44
"Financial Adjustment Bureau, Inc.",90
"Financial Aid Network, LLC",0
"Financial Asset Management, Inc.",100
"Financial Asset Resolution, LLC",38.1
Financial Assistance Inc,93.28
Financial Business and Consumer Solutions.,95.789999999999992
Financial Corporation of America,95.679999999999993
Financial Credit Network Inc,99.38
"Financial Credit Service, Inc.",91.73
Financial Data Systems,69.65
"Financial Filing & Reporting, Inc.",86.49
"Financial Freedom Group, LLC",92.31
"Financial Freedom Mortgage, LLC",96.67
"Financial Management & Associates, Inc.",50
"Financial Management Solutions, LLC",97.84
"Financial Recoveries, Inc.",100
"Financial Recovery Services, Inc.",99.15
"Financial Rescue, LLC",100
"Financial Service Center of Ohio, LLC",100
Financial Services of America,0
"Financial Services of Mississippi, Inc.",50
Financial Solution Providers LLC,100
Financial Solutions of America Inc.,0
Financial Warranty LLC,100
Finco Holding Company LLC,100
Finest Title Company,100
"Fink & McGregor Mortgage, LC",0
"Finkelstein, Kern, Steinberg & Cunningham, PC",96.67
Finmax Smart Capital LLC,100
"Firsel Law Group, Ltd.",28.57
First Advantage LNS Inc.,61.980000000000004
"First Advantage Title Partners, LLC",100
"First American Mitigators, PLLC.",0
"First American Solutions, LLC",16.669999999999998
First Associates Loan Servicing LLC,98.2
First Atlantic Auto Credit LLC,100
First Capital Recovery Inc.,70
First Choice Assets LLC.,90
First Choice Credit Management,100
"First Choice Lending Services, LLC",100
First Class Autos Inc,100
First Coast Auto Finance,100
First Collections Inc,16.669999999999998
First Colony Mortgage Corp.,57.14
"First Commerce, LLC",100
First Commonwealth Mortgage Corp.,66.67
First Consumers Financial LLC,75
"First County Mortgage, LLC",100
First Credit Corporation,100
First Credit Finance,71.43
First Credit Services Inc.,98.88
First Data Corporation,93.01
"First Direct Lending, LLC",84.850000000000009
First Direct Mediation,95.240000000000009
"First Equity Mortgage Bankers, Inc.",100
First Equity Mortgage Group LLC,100
"First Federal Credit Control, Inc.",99.88
"First Financial Credit, Inc",87.5
"First Financial Resources, Inc.",93.2
"First Financial of Columbia, Inc",100
First Financial of Tennessee Home Loans LLC,100
"First Florida Financial, Inc.",100
"First Help Financial, LLC",84.21
"First Home Equity Loans, LLC",100
"First Investors Servicing Corporation, Atlanta, GA Branch",100
First Loan Choice,0
First Midwest Financial,0
First Mortgage Solutions,100
"First National Collection Bureau, Inc.",98.64
First Pacific Funding Inc.,100
"First Peachtree Finance, Inc.",50
"First Premier Financial, Inc.",91.67
"First Recovery Solutions, Inc.",0
First Reliance Holdings LLC,25
"First Service Residential, Nevada, LLC",95.45
"First Southwestern Financial Services, LLC",100
"First Step Group, LLC",85.289999999999992
First Student Services,25
First Sun Financial Inc,100
First Technology Federal Credit Union,84.86
"First Texas Auto Credit, Inc.",100
"First Title & Escrow, Inc",66.67
"First Wholesale Lending, Inc",50
First World Mortgage Corporation,50
"FirstCash, Inc.",100
"FirstCollect, Inc.",85.71
"FirstCredit, Inc.",100
"FirstKey Holdings, LLC",86.36
"FirstLine Financial, Inc.",50
FirstPoint Collection Resources,92.41
"Firstsource Business Process Services, LLC",99.17
"Fitzgerald & Campbell, A Professional Law Corporation",100
"Fitzgerald Goldman & Associates, Inc.",14.29
Five Clans Lending LLC,66.67
Five Lakes Agency,71.43
Fix Media,100
Flagship Financial Group,44
"Flagstar Bank, N.A.",100
"Flagstone Financial Services, Inc.",0
Flandreau Santee Sioux Tribe,100
"Flangas Law Firm, LTD",0
"Flat Branch Mortgage, Inc.",100
Flat Six Holdings Inc.,100
"Flathmann and Stern, LLC",100
"Flatonia Investments, LLC",97.47
Fleet Financial Inc.,64.1
Fleet Mortgage Corp,9.09
"FlexPath Capital, Inc",90.91
"FlexPoint, Inc.",100
"FlexShopper, Inc",100
"Flexible Finance, Inc.",100
Florida Equity Capital,100
Florida Financial Management dba Lend A Dollar,100
Florida Pro Mortgage LLC,100
Florida Recovery Credit Services Corp,0
"Flyhomes Mortgage, LLC",100
"Flyhomes, Inc.",100
Focus Holding Company,85.11999999999999
"Focused Recovery Solutions, Inc.",72.16
"Fold, Inc.",100
Fontenot Parker and Associates,100
Foreman Financial Inc.,88.460000000000008
Forest Recovery Services LLC,95.740000000000009
"Foris DAX, Inc.",98.240000000000009
Forster & Garbus LLP,97.460000000000008
"Forster, Garbus and Garbus",95.240000000000009
Fort Payne Finance Co. Inc.,100
Forthright Funding Corporation,71.43
Fortren Funding LLC,11.110000000000001
"Fortune Title Agency, Inc.",50
Foundation Realty Group,100
"Foundation Title & Settlement Services, LLC",100
"Fountain, Schultz & Associates, P.L.",100
Four Directions Lending LLC,84.61999999999999
Foursight Holding LLC,100
Fowler Bell PLLC,0
Foxstar Energy Resources LLC DBA Federal Student Loans Council,54.55
Fradkin & Weber PA,78.57
Francois Capital LLC,100
"Francy Law Firm, P.C.",100
"Frank Innovations, Inc",100
Franklin Cohen and Allbright Arbitrations LLC,0
"Franklin Collection Service, Inc.",100
Franklin Credit Management Corporation,97.39
Franklin Financial  Corporation,87.5
"Franklin Mortgage Solutions, LLC",63.639999999999993
"Franklinton Pre-Owned, Inc.",100
"Franks Adjustment Bureau, Inc.",88.89
"Frederick J. Hanna & Associates, P.C. (closed)",97.289999999999992
"Fredericksburg Credit Bureau, Inc (Closed)",100
"Free Debt USA, Inc",100
Freeborn & Peters LLP,100
Freedom Financial Capital LLC,100
"Freedom First Financial Services, Inc.",100
Freedom Mortgage Company,99.550000000000011
"Freisem, Macon Swann & Malone LLP",100
"French Financial, Inc.",100
Fresh Start Credit Solutions,66.67
"Fresh Start Funding, LLC",100
"Fridge & Resendez, P.C.",100
"Friedman & Associates, LLC",100
"Friedman Law Associates, PC",100
"Friedman, Framme & Thrush, P.A.",100
Friendly Finance Corporation,86.839999999999989
"Frontier Consumer Law Group, LLC",100
Frontier Financial Inc.,100
"Frontline Asset Strategies, LLC",98.1
"Frontline Financial, LLC",100
Frost-Arnett Company,97.55
Fuel Capital Group,100
"Fulkerson Wing, P.C.",100
Full Advance LLC,100
"Full Circle Financial Services, LLC",84.21
"Full Service Mortgage Group, LLC",50
Fulton Friedman & Gullace LLP,87.18
FundLoans Capital,100
Fundo LLC,100
Fusion Auto Finance,85.71
Future Credit Fix,100
Future Financial Inc.,100
Future Judgement Solutions,33.33
G & D COMPLIANCE,100
"G&P Enterprises, LLC",73.08
"G. Reynolds Sims & Associates, P. C.",100
"G.R.S Holdings, Inc",100
"G.W. Golden Enterprises, Inc.",100
"GAMACHE & MYERS, PC",100
GARDEN STATE HOME LOANS INCORPORATED,80
GARRETT FIRM,100
GATEWAY FIRST BANK,98.429999999999993
"GB Collects, LLC",87.8
"GCFS, INC.",100
GEM Financial,100
"GEMINI CAPITAL GROUP, LLC",100
GENEQUITY MORTGAGE,100
GENERATION MORTGAGE COMPANY,90.16
GENTRY FINANCE CORPORATION,100
GENWORTH FINANCIAL INC.,100
"GEORGE MASON MORTGAGE, LLC",100
"GEORGETOWN MORTGAGE, INC.",66.67
GERSHMAN INVESTMENT CORPORATION,100
GET A RATE LLC,100
GETM INCORPORATED,50
"GFS II, LLC",100
"GFS, Inc.",100
"GIBSON MORTGAGE, INC.",100
"GL Financial, Inc.",100
"GL Holdings, LLC",0
"GLA Collection Company, Inc.",99.039999999999992
"GLENN ASSOCIATES MID-ATLANTIC, INC",81.820000000000007
GLFinancial Services LLC,100
"GLOBAL CLIENT SOLUTIONS, LLC",94.5
GLOBAL PAYMENTS DIRECT INC.,100
GLOBAL SOLUTION BIZ LLC.,93.55
"GMA Investments, LLC",57.42
"GMFS, LLC",96.08
GMH Associates Inc.,40
"GMS Holdings, Inc.",50
"GOLD KEY CREDIT, INC.",97.45
GOLD STAR MORTGAGE FINANCIAL,93.33
"GOLDEN 1 CREDIT UNION, THE",99.25
GOLDEN BEAR CAPITAL INC.,100
GOLDEN EMPIRE MORTGAGE INCORPORATED,95.45
GOLDMAN SACHS BANK USA,99.64
"GOOGAIN, INC.",100
GRANDE HOMES INC,100
GRANITE STATE MANAGEMENT & RESOURCES,95.52000000000001
GREAT LAKES,98.98
GREAT LAKES HIGHER EDUCATION CORPORATION,100
"GREAT WESTERN BANCORP, INC.",100
GREATAMERICA FINANCIAL SERVICES CORP.,100
GREATER SUBURBAN ACCEPTANCE CORPORATION,71.43
GREENTREE MORTGAGE CO. L.P.,100
"GRIFFIN FUNDING, INC.",75
GSA Commercial Asset Management,0
GSF MORTGAGE CORP,80.95
"GSI  Recovery, LLC",57.14
"GTL Investments, Inc.",75
GUARANTEED HOME MORTGAGE COMPANY,50
GUARANTEED RATE INC.,98.77
GUARANTY HOME MORTGAGE CORPORATION,66.67
"GUARDIAN CAPITAL MANAGEMENT HAWAII, LLC",88.460000000000008
"GUARDIAN MORTGAGE COMPANY, INC.",100
"GUIDANCE RESIDENTIAL, LLC",93.75
GULF ATLANTIC FUNDING GROUP INC.,50
"GULF COAST COLLECTION BUREAU, INC.",98.88
"GVA Holdings, LLC",93.35
"GVG Financial Services, Inc",100
Gaba Law Corporation,61.539999999999992
"Gabriel FInancial Group, Inc.",50
"Galaxy Capital Acquisitions, LLC",100
"Galin Mortgage Lending, LLC",100
Gallatin Valley Financial,66.67
Garcadia Financial LLC,100
"Garden State Check Cashing Service, Inc.",100
Garden State Mortgage Corp.,100
"Garner & Conner, PLLC",91.67
Garrison Investment Group,93.33
Garrison Law Office L.L.C.,50
Gary A. Smiley Assoc.,100
"Gary L. Brueggeman, Attorney at Law",100
"Gaskell & Giovannini, LLC",100
Gatestone & Co. International Inc.,91.58
Gateway Recovery Solutions,0
"Gault Financial, LLC",0
"Gemini Direct LLC, dba Credit Innovation Group",42.86
General Acceptance LLC,33.33
"General Business Recoveries, Inc.",79.41
General Collection Co.,100
"General Collections & Recoveries, Inc.",83.33
General Credit Service Inc.,100
General Credit Services,93.33
"General Financial, Inc.",20
"General Information Services, Inc",96.72
General Mortgage Capital Corporation,100
"General Motors Financial Company, Inc.",99.81
"General Recovery Services of WV, Inc.",0
"General Service Bureau, Inc.",98.36
"Genesis Credit Management, LLC",30.14
"Genesis FS Card Services, Inc.",78.13
"Genesis Financial & Payment Systems Holdings, LLC",90.91
Genesis Lending,91.23
"Genesis Recovery Services, Inc.",100
Genessee Financial,100
"Genesys National Recovery, Inc.",20
"Geneva Financial, LLC, Chandler, AZ Branch",100
Genpact Limited,90.48
"Genuine Debt Solutions, LLC.",38.46
"George Gusses Co., L.P.A.",16.669999999999998
"Georgia Medical Collection Services, Inc.",100
"Georgia Receivables, Inc.",100
Georgia Student Finance Authority,33.660000000000004
"Gergory, Doyle, Calhoun & Rogers, LLC",100
"Gershfeld Law Group, P.C.",0
Ghidotti | Berger LLP,100
"Giact Systems, LLC",100
Giggle Finance Inc.,54.55
"Gillman Interests, Inc.",0
"Giordano, DelCollo, Werb & Gagne, LLC",0
Girosol Corp.,100
"Girvin & Ferlazzo, P.C.",100
"Gitsit Solutions, LLC.",98.17
Glacier Bancorp Inc.,100
"Glass Mountain Capital, LLC",91.8
"Glasser and Glasser, PLC",100
"Glenn Associates, Inc.",100
"Glennon Law Firm, LLC",100
"Global American Title Agency, Inc.",100
"Global Asset Agency, Inc.",32.35
"Global Asset Management Group, Inc.",55.74
"Global Check Recovery, INC",25
"Global Control, Inc.",100
Global Credit & Collection Corporation,97.509999999999991
